subject,session,modality,direction,rsn_idx,rsn_name,scale_1,scale_2,scale_3,scale_4,scale_5,scale_6
1222,REST2,BOLD,AP,8,right_frontoparietal,0.3499740560550846,0.47029649789624006,0.6053940188022318,0.6659346170350605,0.723918839226699,0.7262471289862902
1222,REST2,BOLD,AP,9,left_frontoparietal,0.44398711804297786,0.5891395835468285,0.7719070144205926,0.9135472459284042,1.0406250310177603,1.0330150061822965
1222,REST2,BOLD,PA,0,medial_visual,0.8270844495742107,0.6719480306346087,0.5449713790001175,0.5828426385452393,0.6065225759595889,0.5784382327839838
1222,REST2,BOLD,PA,1,occipital_pole,0.24808652577601922,0.3009243263336824,0.3709584126923823,0.4180835720673759,0.5071991465368174,0.5175146119167874
1222,REST2,BOLD,PA,2,lateral_visual,0.776414013960558,0.7406674331764436,0.7767467493952385,0.8661663446915865,0.8915981192837836,0.8312975190407624
1222,REST2,BOLD,PA,3,default_mode,0.7197913978039121,0.6513084091346034,0.638913942853661,0.6457449416653614,0.6765630525444101,0.7028090914716821
1222,REST2,BOLD,PA,4,cerebellum,0.8932850636482447,0.8191218621619069,0.5466789969047031,0.40430299292798694,0.4615702351173607,0.42500300466450464
1222,REST2,BOLD,PA,5,sensorimotor,0.486102352214569,0.49573386563956323,0.4527447857300218,0.485033844685064,0.5648160076625302,0.5822156198526637
1222,REST2,BOLD,PA,6,auditory,0.5241776580030694,0.709814233045157,0.7537718023763802,0.7847775034058696,0.9255931245364686,0.94820833484246
1222,REST2,BOLD,PA,7,executive_ctrl,0.4872488932019938,0.35775471189355296,0.3372358869065102,0.33270575382573614,0.3874715430601518,0.33840087752761844
1222,REST2,BOLD,PA,8,right_frontoparietal,0.292290561830549,0.43868809559956745,0.5835114932138188,0.6594858979868133,0.7731898882334817,0.8844643002624778
1222,REST2,BOLD,PA,9,left_frontoparietal,0.34440339651684587,0.5141056595070409,0.617864120139397,0.7709531082627119,0.8392006501545842,0.9740495660263475
5185,REST1,BOLD,AP,0,medial_visual,0.9136831684670742,1.0349725285848108,0.92033114141116,0.9915141531117426,1.0986122886681098,1.1842677332466036
5185,REST1,BOLD,AP,1,occipital_pole,0.3034854839614673,0.49432528591378144,0.6597311836401013,0.7715162476754521,0.9184861224375906,0.8432655968592652
5185,REST1,BOLD,AP,2,lateral_visual,0.7998895874546114,0.8543850622702585,0.849266364959876,1.1163118657675106,0.9721711902686117,1.0355541527009728
5185,REST1,BOLD,AP,3,default_mode,0.5701624153979968,0.698007457442198,0.7256175655907293,0.8599163243464152,0.8705547225514709,1.0064418288684525
5185,REST1,BOLD,AP,4,cerebellum,1.0825541354991346,1.0581381807403352,0.8890575814157963,1.0135610560499544,0.9540310598570021,0.8541589507671489
5185,REST1,BOLD,AP,5,sensorimotor,0.8506592080899085,0.9103074043088488,0.8701233877294279,0.9293438541187343,0.9630083564416148,1.1657515915057381
5185,REST1,BOLD,AP,6,auditory,0.5252182477243349,0.7667421528190076,0.9802710615375623,1.1402849850686776,1.2125565480173275,1.241713132308783
5185,REST1,BOLD,AP,7,executive_ctrl,0.814778393083365,0.8487545248836678,0.7441362924356447,0.7809633865668621,0.8213578393785879,0.8586616190375187
5185,REST1,BOLD,AP,8,right_frontoparietal,0.44590406460391074,0.6802890256165767,0.8675760365549909,0.8493964970441248,1.0788096613719298,1.1265861407105158
5185,REST1,BOLD,AP,9,left_frontoparietal,0.4889344169051741,0.7084536018426209,0.9326696239581949,1.144154309115026,1.2589549387432892,1.067840630001356
5185,REST1,BOLD,PA,0,medial_visual,0.9257612401227958,0.9650808960435872,1.0514337283930193,1.0553154829147855,0.9680902272342965,1.0379876668516748
5185,REST1,BOLD,PA,1,occipital_pole,0.39831771589851117,0.5939731627596179,0.7328875092094594,0.9401180679547126,0.9471354072252536,0.9348671174470905
5185,REST1,BOLD,PA,2,lateral_visual,0.7888229550925292,0.8635824541517042,0.8879689001181313,1.0575508018703357,1.073422039839551,1.0033021088637848
